0;100;100000000;7376;542748789026840;0,013590079598456;9663283129328;0,982195661557063
2;100;100000000;54166;176729906867200;0,099799383341913;2001061260643;0,988677291262612
3;100;100000000;683;542748700142352;0,001258408943295;56787755913;0,999895370074773
4;100;100000000;111804;542748792680144;0,205995832351645;4120721044846;0,992407682706216
5;100;100000000;7947;542748691518544;0,014642131584724;62447208760742;0,884942682061522
6;100;100000000;876;542748804752720;0,001614006199600;251044385184;0,999537457507072
7;100;100000000;4664;542748797788304;0,008593293281887;13218282340669;0,975645671819941
8;100;100000000;21372;542748699119800;0,039377329335438;8888276077880;0,983623588426293
9;100;100000000;33854;542748762853680;0,062375075206903;19869116371863;0,963391687403589
0;100;200000000;4360;542748789026840;0,008033181541386;9141291147099;0,983157417700573
2;100;200000000;1293;176729906867200;0,002382317369957;43708615296;0,999752681274659
3;100;200000000;160;542748700142352;0,000294795652895;29385947591;0,999945857175552
4;100;200000000;3652;542748792680144;0,006728710777326;146333216095;0,999730384999343
5;100;200000000;2191;542748691518544;0,004036857971830;62028503310817;0,885714135694609
6;100;200000000;258;542748804752720;0,000475357990293;211185193677;0,999610896989864
7;100;200000000;3672;542748797788304;0,006765560233938;12818401458771;0,976382441543849
8;100;200000000;12955;542748699119800;0,023869235520335;7191266222294;0,986750283816513
9;100;200000000;31226;542748762853680;0,057533056608104;16627898712636;0,969363543778139
0;100;300000000;3791;542748789026840;0,006984814500779;8734534520138;0,983906855811140
2;100;300000000;49;176729906867200;0,000090281168699;2218795932;0,999987445271877
3;100;300000000;105;542748700142352;0,000193459647212;16161624131;0,999970222638715
4;100;300000000;266;542748792680144;0,000490097772938;32617945935;0,999939902315077
5;100;300000000;1635;542748691518544;0,003012443078020;61838966557866;0,886063352110812
6;100;300000000;221;542748804752720;0,000407186495561;187555261196;0,999654434501645
7;100;300000000;3372;542748797788304;0,006212818384760;12466346718003;0,977031092894534
8;100;300000000;8819;542748699119800;0,016248767893002;6101446486062;0,988758247608963
9;100;300000000;28552;542748762853680;0,052606284259098;13627942892096;0,974890881702903
0;100;400000000;3418;542748789026840;0,006297572134968;8373928802961;0,984571262115618
2;100;400000000;1;176729906867200;0,000001842472831;9361004;0,999999947032145
3;100;400000000;54;542748700142352;0,000099493532852;8249124803;0,999984801207629
4;100;400000000;116;542748792680144;0,000213726848349;15333665881;0,999971748134519
5;100;400000000;1418;542748691518544;0,002612626473781;61686542582868;0,886344189222683
6;100;400000000;190;542748804752720;0,000350069837813;167242554313;0,999691860114940
7;100;400000000;3134;542748797788304;0,005774309851079;12140748559219;0,977630998707519
8;100;400000000;5720;542748699119800;0,010538944590993;5375448458569;0,990095879608212
9;100;400000000;24587;542748762853680;0,045300879485796;10961192400556;0,979804297769517
0;100;600000000;2767;542748789026840;0,005098122322251;7756376221742;0,985709086084468
2;100;600000000;0;176729906867200;0,000000000000000;0;1,000000000000000
3;100;600000000;9;542748700142352;0,000016582255475;2106091805;0,999996119582038
4;100;600000000;23;542748792680144;0,000042376875104;2772857604;0,999994891084713
5;100;600000000;1168;542748691518544;0,002152008266133;61431128514389;0,886814782837132
6;100;600000000;139;542748804752720;0,000256103723452;134846620784;0,999751548746670
7;100;600000000;2754;542748797788304;0,005074170175454;11553408737524;0,978713156464641
8;100;600000000;3906;542748699119800;0,007196698876297;4437803381296;0,991823465650875
9;100;600000000;15489;542748762853680;0,028538061673058;6948833017091;0,987196962033492
0;100;800000000;2251;542748789026840;0,004147406341665;7255872658912;0,986631250395009
2;100;800000000;0;176729906867200;0,000000000000000;0;1,000000000000000
3;100;800000000;4;542748700142352;0,000007369891322;717820133;0,999998677435556
4;100;800000000;5;542748792680144;0,000009212364153;702835578;0,999998705044419
5;100;800000000;1029;542748691518544;0,001895904542680;61212219933777;0,887218116063048
6;100;800000000;95;542748804752720;0,000175034918906;111587674614;0,999794402726203
7;100;800000000;2489;542748797788304;0,004585914875347;11028972195087;0,979679416628779
8;100;800000000;2911;542748699119800;0,005363438409857;3757436534740;0,993077023416484
9;100;800000000;8294;542748762853680;0,015281469656940;4622903036632;0,991482425473758
